work_id,units,c0_rows,parsed_units,landed_law_units,pending_law_units,unparsed_units,parse_laws,max_chapter,coordinate_collisions,y_state
"pby/tchernichovsky/אך-עלז-הייתי-בבקר-1778",19,87,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/אל-הסונטה-העברית-1966",17,101,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/אל-תבז-למשורר-3239",17,90,17,17,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/אלי-קטע-מפואימה-2282",203,1431,203,203,0,0,"FLAT_UNIT",203,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/אלפא-ביתא-דשאול-3735",69,226,69,69,0,0,"FLAT_UNIT",69,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/אם-נחשת-לאור-2785",28,129,28,28,0,0,"FLAT_UNIT",28,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/אמא-דסבתא-שלי-2912",105,728,105,105,0,0,"FLAT_UNIT",106,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/אמנון-ותמר-משירי-הפרחים-1223",237,838,237,237,0,0,"FLAT_UNIT",239,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/אני-מאמין-5452",35,143,35,35,0,0,"FLAT_UNIT",35,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/אנשי-חיל-חבל-6369",50,300,50,50,0,0,"FLAT_UNIT",50,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/אצל-ים-יפו-6110",19,152,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/אשרי-נופלי-במלחמה-1595",48,220,48,48,0,0,"FLAT_UNIT",49,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/את-כה-ריחניה-2656",43,209,43,43,0,0,"FLAT_UNIT",43,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/את-מי-אהב-6562",47,162,47,47,0,0,"FLAT_UNIT",47,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בארץ-אפרים-בקצה-בעיר-3937",43,212,43,43,0,0,"FLAT_UNIT",43,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בהיכל-בכטשיסרי-5651",17,110,17,17,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בהליט-צל-אמש-2219",14,61,14,14,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בו-במעדר-6045",32,139,32,32,0,0,"FLAT_UNIT",32,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בוכים-התנים-1593",59,297,59,59,0,0,"FLAT_UNIT",59,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בט-ו-בשבט-6557",25,108,25,25,0,0,"FLAT_UNIT",25,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בין-הרים-450",45,236,45,45,0,0,"FLAT_UNIT",49,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בין-קברות-דור-נכר-3293",70,350,70,70,0,0,"FLAT_UNIT",70,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בית-הכנסת-בצ-ופוט-קלה-6624",16,86,16,16,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בית-הכנסת-הישן-בתאודוסיה-205",16,99,16,16,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בית-העלמין-ליד-היכל-בכטשיסרי-5210",21,114,21,21,0,0,"FLAT_UNIT",21,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ביתרה-6175",34,144,34,34,0,0,"FLAT_UNIT",35,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בכטשיסרי-1279",17,127,17,17,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בליל-חנכה-פנטסיה-2914",50,265,50,50,0,0,"FLAT_UNIT",50,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/במשמר-6626",33,174,33,33,0,0,"FLAT_UNIT",33,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בסתר-היער-451",87,378,87,87,0,0,"FLAT_UNIT",87,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בעיןדור-6101",58,304,58,58,0,0,"FLAT_UNIT",59,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בצהרים-2343",26,95,26,26,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בר-לה-חולה-6047",228,1620,228,228,0,0,"FLAT_UNIT",228,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ברוח-דמיוני-אני-יצרתיך-5336",31,146,31,31,0,0,"FLAT_UNIT",31,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ברוך-אדני-2096",26,136,26,26,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ברוך-ממגנצא-2221",732,2641,732,732,0,0,"FLAT_UNIT",733,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בשוק-ירושלים-2724",17,111,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בשעמום-הרב-5785",18,118,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בת-הרב-1655",74,327,74,74,0,0,"FLAT_UNIT",74,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בת-יפתח-הגלעדי-פואימה-5712",51,390,51,51,0,0,"FLAT_UNIT",51,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/בתי-נפש-לעשתרת-5653",41,219,41,41,0,0,"FLAT_UNIT",41,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/גם-תרזה-גם-ארן-4124",18,87,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/דירה-חדשה-3615",42,175,42,42,0,0,"FLAT_UNIT",42,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/האדם-אינו-אלא-2722",79,432,79,79,0,0,"FLAT_UNIT",79,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/האחרון-לבני-קוריטה-6694",51,187,51,51,0,0,"FLAT_UNIT",51,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הגליל-1281",88,350,88,88,0,0,"FLAT_UNIT",88,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/היהודים-בשער-1227",22,136,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הים-בילטה-3734",18,116,18,18,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הימשן-5980",88,400,88,88,0,0,"FLAT_UNIT",88,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הכוזר-האחרון-בלדה-2470",49,264,49,49,0,0,"FLAT_UNIT",49,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הכל-נשכח-3805",11,52,11,11,0,0,"FLAT_UNIT",12,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הכרית-4010",60,208,60,60,0,0,"FLAT_UNIT",60,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/המטר-כסף-נתך-ממרום-4312",28,114,28,28,0,0,"FLAT_UNIT",28,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/המלך-3617",110,533,110,110,0,0,"FLAT_UNIT",110,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הנאווה-מדילסברג-3898",39,201,39,39,0,0,"FLAT_UNIT",39,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הנער-הכושי-6761",78,258,78,78,0,0,"FLAT_UNIT",78,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/העולם-בזכותו-של-מי-קיים-6238",38,118,38,38,0,0,"FLAT_UNIT",39,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הערב-6302",15,58,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הפסל-959",88,380,88,88,0,0,"FLAT_UNIT",88,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הפעמונים-4944",42,165,42,42,0,0,"FLAT_UNIT",42,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הקבר-5087",18,111,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הקפות-5010",60,244,60,60,0,0,"FLAT_UNIT",60,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הר-דמרדשי-3044",17,106,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הרהורי-ערב-4776",41,241,41,41,0,0,"FLAT_UNIT",41,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הרוגי-טירמוניא-5012",267,1242,267,267,0,0,"FLAT_UNIT",268,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/הרי-את-מקסמת-לי-50",34,148,34,34,0,0,"FLAT_UNIT",34,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/השמים-שמי-תכלת-960",24,112,24,24,0,0,"FLAT_UNIT",24,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ואומרים-יש-שופר-4639",29,171,29,29,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ואת-שמך-אני-אשא-4579",15,76,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/והיה-בחשכת-הערב-3030",24,103,24,24,0,0,"FLAT_UNIT",25,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/וזאת-בישראל-כי-תפרוץ-מלחמה-213",51,247,51,51,0,0,"FLAT_UNIT",51,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/וזאת-ליהודה-מחזון-הסיבילה-הרומאית-2976",18,102,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ויהי-ערב-ויהי-בקר-4716",248,1719,248,248,0,0,"FLAT_UNIT",248,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ויש-ששר-של-חרף-4008",28,115,28,28,0,0,"FLAT_UNIT",28,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/זאת-תהי-נקמתנו-3295",97,420,97,97,0,0,"FLAT_UNIT",97,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/זמירות-5403",116,800,116,116,0,0,"FLAT_UNIT",117,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/חזון-נביא-האשרה-2966",92,437,92,92,0,0,"FLAT_UNIT",92,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/חלמתי-את-שירת-הזמיר-5852",11,48,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/חניבעל-6304",19,131,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/חרבות-6696",19,119,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/חרבי-אי-חרבי-4513",47,228,47,47,0,0,"FLAT_UNIT",47,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/חתנתה-של-אלקה-884",1092,7875,1092,1092,0,0,"FLAT_UNIT",1092,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/טבעת-לו-לאדני-2345",86,276,86,86,0,0,"FLAT_UNIT",86,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/טריאולט-2030",11,47,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/טרכנקוט-638",18,96,18,18,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/יביטו-ממעל-כוכבים-4714",10,48,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/יום-זה-יולד-בו-שיר-5145",61,232,61,61,0,0,"FLAT_UNIT",61,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/יללת-רוח-לא-תנוח-5588",31,117,31,31,0,0,"FLAT_UNIT",31,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ירושלים-קרית-הגזית-1839",64,337,64,64,0,0,"FLAT_UNIT",64,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/יש-עצים-עצי-גן-6497",27,174,27,27,0,0,"FLAT_UNIT",27,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ישישו-שמי-תכלת-5917",10,50,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/כחום-היום-1342",275,1882,275,275,0,0,"FLAT_UNIT",276,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/כיצד-מרקדין-5212",108,429,108,108,0,0,"FLAT_UNIT",110,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/כל-דכפין-3547",28,149,28,28,0,0,"FLAT_UNIT",28,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לא-רגעי-שנת-טבע-4844",17,93,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לא-תמות-בת-השיר-775",34,221,34,34,0,0,"FLAT_UNIT",34,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לאטון-2772",148,617,148,148,0,0,"FLAT_UNIT",149,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לאכטיס-דמיתיך-יקירה-5085",101,371,101,101,0,0,"FLAT_UNIT",111,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לביבות-1344",262,1793,262,262,0,0,"FLAT_UNIT",264,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לבן-האגדה-6371",18,109,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/למרים-297",33,151,33,33,0,0,"FLAT_UNIT",33,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לנכח-הים-3106",103,452,103,103,0,0,"FLAT_UNIT",103,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לנכח-פסל-אפולו-174",55,259,55,55,0,0,"FLAT_UNIT",56,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לנכן-קטעים-מספר-זכרונות-3485",284,1112,284,284,0,0,"FLAT_UNIT",288,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לעולים-בהרי-יהודה-4123",24,102,24,24,0,0,"FLAT_UNIT",24,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לעשתרת-שיר-ולבל-1713",65,253,65,65,0,0,"FLAT_UNIT",65,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/לשמש-6173",239,1271,239,239,0,0,"FLAT_UNIT",239,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/מוצאי-שבת-אידיליה-3675",63,229,63,63,0,0,"FLAT_UNIT",63,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/מות-התמוז-4842",68,281,68,68,0,0,"FLAT_UNIT",68,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/מזל-דגים-1964",53,390,53,53,0,0,"FLAT_UNIT",53,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/מחזיונות-הנביא-636",40,198,40,40,0,0,"FLAT_UNIT",41,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/מחמד-207",36,179,36,36,0,0,"FLAT_UNIT",37,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/מלאכי-אהבה-4384",28,133,28,28,0,0,"FLAT_UNIT",28,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/מלאכי-חרבת-פי-בסת-2280",22,134,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/מן-האפוס-הסרבי-1900",2651,12332,2651,2651,0,0,"FLAT_UNIT",2651,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/מעשה-במרדכי-ויוכים-אידיליה-2407",301,2086,301,301,0,0,"FLAT_UNIT",303,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/משא-מלחמת-איגור-1418",876,4516,876,876,0,0,"FLAT_UNIT",876,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/משירי-חאפז-5273",86,391,86,86,0,0,"FLAT_UNIT",89,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/מתוך-עב-הענן-4946",103,527,103,103,0,0,"FLAT_UNIT",103,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/נא-השיבו-לי-ילדותי-3104",31,129,31,31,0,0,"FLAT_UNIT",31,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/נטע-זר-את-לעמך-294",29,173,29,29,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/נצאה-נגורה-שאננים-2530",14,60,14,14,0,0,"FLAT_UNIT",14,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/נשאת-בעולם-2528",37,192,37,37,0,0,"FLAT_UNIT",37,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/סבא-מפליג-לאודיסה-2846",147,992,147,147,0,0,"FLAT_UNIT",156,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/סבבני-גל-הצור-5913",17,108,17,17,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/סבתא-חדישה-שלנו-1154",116,807,116,116,0,0,"FLAT_UNIT",125,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/סבתא-כך-היתה-אומרת-880",72,485,72,72,0,0,"FLAT_UNIT",72,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/עוד-יש-בשדה-מואב-ויהודה-4314",16,70,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/עוד-תקר-שירת-אהבה-2031",10,45,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/עיט-עיט-על-הריך-1538",18,129,18,18,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/על-הדם-כליל-סוניטות-5854",232,1000,232,232,0,0,"FLAT_UNIT",232,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/על-החיים-החדשים-773",31,124,31,31,0,0,"FLAT_UNIT",31,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/על-הרי-גלבוע-4581",43,226,43,43,0,0,"FLAT_UNIT",43,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/על-חרבות-בית-שן-6234",48,212,48,48,0,0,"FLAT_UNIT",48,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/על-מלא-רחב-ים-תכלת-5338",20,91,20,20,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/על-תל-הערבה-3896",172,1226,172,172,0,0,"FLAT_UNIT",175,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ערבות-בכות-שם-נשענו-4942",20,70,20,20,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/עשתרתי-לי-הלא-תסיחי-לי-אידיליה-695",17,113,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/עת-כנור-תחת-יד-רוגשת-יתיפח-5713",20,129,20,20,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/פסח-זמן-חרותנו-1540",93,633,93,93,0,0,"FLAT_UNIT",93,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/פסח-מדכים-6499",215,1436,215,215,0,0,"FLAT_UNIT",215,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/פרחים-לאחר-קציר-3417",15,85,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/פרק-באנטומיה-3545",217,1513,217,217,0,0,"FLAT_UNIT",250,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/פרשת-דינה-5401",151,715,151,151,0,0,"FLAT_UNIT",151,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/צדקתם-הבונים-הצעירים-4641",34,127,34,34,0,0,"FLAT_UNIT",34,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/צפור-תועה-693",234,896,234,234,0,0,"FLAT_UNIT",234,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/קבוץ-גליות-1479",59,238,59,59,0,0,"FLAT_UNIT",59,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/קסמי-יער-6559",94,597,94,94,0,0,"FLAT_UNIT",103,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/קקנאיז-4443",19,102,19,19,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/קריעת-ים-סוף-4064",86,582,86,86,0,0,"FLAT_UNIT",86,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/ראי-אדמה-3487",21,147,21,21,0,0,"FLAT_UNIT",21,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/רוחות-של-אמברים-5784",27,138,27,27,0,0,"FLAT_UNIT",27,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/רסיסי-טללים-קננו-לילה-5147",15,59,15,15,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/רעם-ורעם-לי-מבשרים-1776",19,91,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שאו-נס-ציונה-4777",23,122,23,23,0,0,"FLAT_UNIT",23,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שושנת-פלאים-ברוכת-אל-1838",23,98,23,23,0,0,"FLAT_UNIT",23,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שחף-בא-קובל-על-אשדות-הלימן-5275",19,99,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שיח-קדומים-4246",49,211,49,49,0,0,"FLAT_UNIT",52,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שיר-האהבה-אשר-לשאול-4568",194,839,194,194,0,0,"FLAT_UNIT",194,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שיר-הסכה-הקטנה-1653",38,236,38,38,0,0,"FLAT_UNIT",39,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שיר-מזמור-לבני-תובל-קין-4181",60,221,60,60,0,0,"FLAT_UNIT",60,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שיר-עדן-שיר-פלא-2409",31,137,31,31,0,0,"FLAT_UNIT",31,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שיר-על-המחוללות-3435",40,263,40,40,0,0,"FLAT_UNIT",40,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שיר-ערש-1416",43,159,43,43,0,0,"FLAT_UNIT",43,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שירי-האדם-3925",39,194,39,39,0,0,"FLAT_UNIT",39,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שירים-לאילאיל-קטע-מפואמה-5271",168,618,168,168,0,0,"FLAT_UNIT",179,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שירת-היקרנדה-3168",39,132,39,39,0,0,"FLAT_UNIT",39,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שלש-אמתות-6435",26,101,26,26,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שלש-אתונות-אגדה-175",17,97,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שלשה-חוחולים-שהלכו-1898",35,249,35,35,0,0,"FLAT_UNIT",36,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שמחה-לאו-דוקא-1152",384,2754,384,384,0,0,"FLAT_UNIT",384,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שני-העורבים-בעקבות-אגדה-שוטלנדית-4445",30,159,30,30,0,0,"FLAT_UNIT",30,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/שרטוטים-5982",67,427,67,67,0,0,"FLAT_UNIT",69,0,"FULLY_PARSED_LANDED_LAW"
"pby/tchernichovsky/תפלה-לעני-כי-יעטוף-3408",26,156,26,26,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/yavetz/אחרית-ימי-הטובה-לממלכת-יהודה-4275",76,2880,76,76,0,0,"FLAT_UNIT",77,0,"FULLY_PARSED_LANDED_LAW"
"pby/yavetz/אחרית-ימי-שלטון-פרס-8216",39,3005,39,39,0,0,"FLAT_UNIT",42,0,"FULLY_PARSED_LANDED_LAW"
"pby/yavetz/איבה-מחוץ-וריבות-מבית-31528",187,11408,187,187,0,0,"FLAT_UNIT",203,0,"FULLY_PARSED_LANDED_LAW"
"pby/yavetz/אלדד-הדני-33046",17,3483,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/yavetz/ארבעת-השבוים-33048",17,2666,17,17,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/yavetz/בארץ-ישראל-באפריקא-ובאירופא-33042",525,25400,525,525,0,0,"FLAT_UNIT",564,0,"FULLY_PARSED_LANDED_LAW"
"pby/yavetz/בארצות-הקדם-31892",185,9001,185,185,0,0,"FLAT_UNIT",190,0,"FULLY_PARSED_LANDED_LAW"
"pby/yavetz/בארצות-רוסיא-ופרוסיא-61346",130,13221,130,130,0,0,"FLAT_UNIT",138,0,"FULLY_PARSED_LANDED_LAW"
"pby/yavetz/בארצות-תורכיא-פולין-והולנד-61344",296,31048,296,296,0,0,"FLAT_UNIT",331,0,"FULLY_PARSED_LANDED_LAW"
